Year,Award,Category,Actor,Show,Won,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,GERALD MCRANEY,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JAYNE ATKINSON,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JIMMI SIMPSON,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JOANNA GOING,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,KEVIN SPACEY,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MAHERSHALA ALI,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL KELLY,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MICHEL GILL,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MOLLY PARKER,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MOZHAN MARNO,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NATHAN DARROW,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,RACHEL BROSNAHAN,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,ROBIN WRIGHT,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,SAKINA JEFFREY,HOUSE OF CARDS,False,
2015, 21st Annual,FEMALE ACTOR IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY,False,
2015, 21st Annual,FEMALE ACTOR IN A COMEDY SERIES,EDIE FALCO,NURSE JACKIE,False,
2015, 21st Annual,FEMALE ACTOR IN A COMEDY SERIES,UZO ADUBA,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,FEMALE ACTOR IN A COMEDY SERIES,AMY POEHLER,PARKS AND RECREATION,False,
2015, 21st Annual,FEMALE ACTOR IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,VEEP,False,
2015, 21st Annual,FEMALE ACTOR IN A DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,False,
2015, 21st Annual,FEMALE ACTOR IN A DRAMA SERIES,CLAIRE DANES,HOMELAND,False,
2015, 21st Annual,FEMALE ACTOR IN A DRAMA SERIES,ROBIN WRIGHT,HOUSE OF CARDS,False,
2015, 21st Annual,FEMALE ACTOR IN A DRAMA SERIES,VIOLA DAVIS,HOW TO GET AWAY WITH MURDER,True,
2015, 21st Annual,FEMALE ACTOR IN A DRAMA SERIES,TATIANA MASLANY,ORPHAN BLACK,False,
2015, 21st Annual,FEMALE ACTOR IN A DRAMA SERIES,JULIANNA MARGULIES,THE GOOD WIFE,False,
2015, 21st Annual,FEMALE ACTOR IN A LEADING ROLE,JENNIFER ANISTON,CAKE,False,
2015, 21st Annual,FEMALE ACTOR IN A LEADING ROLE,ROSAMUND PIKE,GONE GIRL,False,
2015, 21st Annual,FEMALE ACTOR IN A LEADING ROLE,JULIANNE MOORE,STILL ALICE,True,
2015, 21st Annual,FEMALE ACTOR IN A LEADING ROLE,FELICITY JONES,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,FEMALE ACTOR IN A LEADING ROLE,REESE WITHERSPOON,WILD,False,
2015, 21st Annual,FEMALE ACTOR IN A SUPPORTING ROLE,EMMA STONE,BIRDMAN,False,
2015, 21st Annual,FEMALE ACTOR IN A SUPPORTING ROLE,PATRICIA ARQUETTE,BOYHOOD,False,
2015, 21st Annual,FEMALE ACTOR IN A SUPPORTING ROLE,MERYL STREEP,INTO THE WOODS,False,
2015, 21st Annual,FEMALE ACTOR IN A SUPPORTING ROLE,NAOMI WATTS,ST. VINCENT,False,
2015, 21st Annual,FEMALE ACTOR IN A SUPPORTING ROLE,KEIRA KNIGHTLEY,THE IMITATION GAME,False,
2015, 21st Annual,FEMALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,ELLEN BURSTYN,FLOWERS IN THE ATTIC,False,
2015, 21st Annual,FEMALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,FRANCES MCDORMAND,OLIVE KITTERIDGE,True,
2015, 21st Annual,FEMALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,MAGGIE GYLLENHAAL,THE HONORABLE WOMAN,False,
2015, 21st Annual,FEMALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,JULIA ROBERTS,THE NORMAL HEART,False,
2015, 21st Annual,FEMALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,CICELY TYSON,THE TRIP TO BOUNTIFUL,False,
2015, 21st Annual,LIFE ACHIEVEMENT,DEBBIE REYNOLDS,N/A,True,
2015, 21st Annual,MALE ACTOR IN A COMEDY SERIES,LOUIS C.K.,LOUIE,False,
2015, 21st Annual,MALE ACTOR IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,False,
2015, 21st Annual,MALE ACTOR IN A COMEDY SERIES,TY BURRELL,MODERN FAMILY,False,
2015, 21st Annual,MALE ACTOR IN A COMEDY SERIES,WILLIAM H. MACY,SHAMELESS,True,
2015, 21st Annual,MALE ACTOR IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2015, 21st Annual,MALE ACTOR IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False,
2015, 21st Annual,MALE ACTOR IN A DRAMA SERIES,PETER DINKLAGE,GAME OF THRONES,False,
2015, 21st Annual,MALE ACTOR IN A DRAMA SERIES,KEVIN SPACEY,HOUSE OF CARDS,True,
2015, 21st Annual,MALE ACTOR IN A DRAMA SERIES,MATTHEW MCCONAUGHEY,TRUE DETECTIVE,False,
2015, 21st Annual,MALE ACTOR IN A DRAMA SERIES,WOODY HARRELSON,TRUE DETECTIVE,False,
2015, 21st Annual,MALE ACTOR IN A LEADING ROLE,MICHAEL KEATON,BIRDMAN,False,
2015, 21st Annual,MALE ACTOR IN A LEADING ROLE,STEVE CARELL,FOXCATCHER,False,
2015, 21st Annual,MALE ACTOR IN A LEADING ROLE,JAKE GYLLENHAAL,NIGHTCRAWLER,False,
2015, 21st Annual,MALE ACTOR IN A LEADING ROLE,BENEDICT CUMBERBATCH,THE IMITATION GAME,False,
2015, 21st Annual,MALE ACTOR IN A LEADING ROLE,EDDIE REDMAYNE,THE THEORY OF EVERYTHING,True,
2015, 21st Annual,MALE ACTOR IN A SUPPORTING ROLE,EDWARD NORTON,BIRDMAN,False,
2015, 21st Annual,MALE ACTOR IN A SUPPORTING ROLE,ETHAN HAWKE,BOYHOOD,False,
2015, 21st Annual,MALE ACTOR IN A SUPPORTING ROLE,MARK RUFFALO,FOXCATCHER,False,
2015, 21st Annual,MALE ACTOR IN A SUPPORTING ROLE,ROBERT DUVALL,THE JUDGE ,False,
2015, 21st Annual,MALE ACTOR IN A SUPPORTING ROLE,J.K. SIMMONS,WHIPLASH,True,
2015, 21st Annual,MALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,BILLY BOB THORNTON,FARGO,False,
2015, 21st Annual,MALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,ADRIEN BRODY,HOUDINI,False,
2015, 21st Annual,MALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,RICHARD JENKINS,OLIVE KITTERIDGE,False,
2015, 21st Annual,MALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,BENEDICT CUMBERBATCH,SHERLOCK: HIS LAST VOW,False,
2015, 21st Annual,MALE ACTOR IN A TELEVISION MOVIE OR MINISERIES,MARK RUFFALO,THE NORMAL HEART,True,
2015, 21st Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,24: LIVE ANOTHER DAY,False,
2015, 21st Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,BOARDWALK EMPIRE,False,
2015, 21st Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,GAME OF THRONES,True,
2015, 21st Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,HOMELAND,False,
2015, 21st Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,SONS OF ANARCHY,False,
2015, 21st Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,THE WALKING DEAD,False,
2015, 21st Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,FURY,False,
2015, 21st Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,GET ON UP,False,
2015, 21st Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE HOBBIT: THE BATTLE OF THE FIVE ARMIES,False,
2015, 21st Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,UNBROKEN,True,
2015, 21st Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,XMEN: DAYS OF FUTURE PAST,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,ADEPERO ODUYE,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,ALFRE WOODARD,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,BENEDICT CUMBERBATCH,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,BRAD PITT,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,CHIWETEL EJIOFOR,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,GARRET DILLAHUNT,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,LUPITA NYONG'O,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MICHAEL FASSBENDER,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MICHAEL KENNETH WILLIAMS,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,PAUL DANO,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,PAUL GIAMATTI,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,SARAH PAULSON,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,SCOOT McNAIRY,12 YEARS A SLAVE,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,ALESSANDRO NIVOLA,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,AMY ADAMS,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,BRADLEY COOPER,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,CHRISTIAN BALE,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,ELISABETH R??HM,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,JACK HUSTON,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,JENNIFER LAWRENCE,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,JEREMY RENNER,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,LOUIS C.K.,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,MICHAEL PE??A,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,PAUL HERMAN,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,ROBERT DE NIRO,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,SHEA WHIGHAM,AMERICAN HUSTLE,True,
2014, 20th Annual,CAST IN A MOTION PICTURE,,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,ABIGAIL BRESLIN,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,BENEDICT CUMBERBATCH,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,CHRIS COOPER,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,DERMOT MULRONEY,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,EWAN McGREGOR,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JULIA ROBERTS,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JULIANNE NICHOLSON,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JULIETTE LEWIS,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MARGO MARTINDALE,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MERYL STREEP,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MISTY UPHAM,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,SAM SHEPARD,AUGUST: OSAGE COUNTY,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,DALLAS ROBERTS,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,DENIS O'HARE,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JARED LETO,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JENNIFER GARNER,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MATTHEW McCONAUGHEY,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,STEVE ZAHN,DALLAS BUYERS CLUB,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,ALAN RICKMAN,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,ALEX PETTYFER,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,"CUBA GOODING, JR.",LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,DAVID OYELOWO,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,FOREST WHITAKER,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JAMES MARSDEN,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JANE FONDA,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,JOHN CUSACK,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,LENNY KRAVITZ,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,LIEV SCHREIBER,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,MARIAH CAREY,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,OPRAH WINFREY,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,ROBIN WILLIAMS,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,TERRENCE HOWARD,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,CAST IN A MOTION PICTURE,VANESSA REDGRAVE,LEE DANIELS' THE BUTLER,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ALEC BALDWIN,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,GRIZZ CHAPMAN,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,J FRANK ROSSITANO,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JACK McBRAYER,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES MARSDEN,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JUDAH FRIEDLANDER,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,KATRINA BOWDEN,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,KEITH POWELL,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN BROWN,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,SCOTT ADSIT,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,TINA FEY,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,TRACY MORGAN,30 ROCK,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ALIA SHAWKAT,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID CROSS,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,HENRY WINKLER,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ISLA FISHER,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JASON BATEMAN,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JEFFREY TAMBOR,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA WALTER,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN BEARD,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,LIZA MINNELLI,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL CERA,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,PORTIA DE ROSSI,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,RON HOWARD,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,Will ARNETT,ARRESTED DEVELOPMENT,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON EMMONS,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JESSE TYLER FERGUSON,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,NOLAN GOULD,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,RICO RODRIGUEZ,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH HYLAND,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,TY BURRELL,MODERN FAMILY,True,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,ANNA CHLUMSKY,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,GARY COLE,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DUNN,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,MATT WALSH,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,REID SCOTT,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,SUFE BRADSHAW,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,TIMOTHY SIMONS,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,VEEP,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,BEN ROSENFIELD,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,BRIAN GERAGHTY,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,DOMENICK LOMBARDOZZI,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,ERIK LA RAY HARVEY,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,GRETCHEN MOL,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JACK HUSTON,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JACOB WARE,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JEFFREY WRIGHT,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,MARGOT BINGHAM,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL KENNETH WILLIAMS,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL STUHLBARG,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,NISI STURGIS,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICIA ARQUETTE,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL SPARKS,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,RON LIVINGSTON,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,SHEA WHIGHAM,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,STEPHEN GRAHAM,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,AARON PAUL,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,ANNA GUNN,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,BETSY BRANDT,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,BOB ODENKIRK,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,DEAN NORRIS,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE PLEMONS,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,KEVIN RANKIN,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA FRASER,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,LAVELL CRAWFORD,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,MATTHEW T. METZLER,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL BOWEN,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICK SANE,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,RJ MITTE,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN MICHAEL QUEZADA,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,TAIT FLETCHER,BREAKING BAD,True,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,ALLEN LEECH,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,AMY NUTTALL,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,BRENDAN COYLE,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,CARA THEOBOLD,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,DAN STEVENS,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ROBB,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,ED SPELEERS,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH McGOVERN,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,HUGH BONNEVILLE,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA BROWN FINDLAY,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JIM CARTER,DOWNTON ABBEY,False,
2014, 20th Annual,ENSEMBLE IN A DRAMA SERIES,JOANNE FROGGATT,DOWNTON ABBEY,False,
